Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_sorting_strategy,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR12892351,RNA-Seq,51,50697519,PRJNA671700,SAMN16543952,24092485,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357893,GSM4856448,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856448,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892352,RNA-Seq,51,73586013,PRJNA671700,SAMN16543951,34550537,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357894,GSM4856449,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856449,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892353,RNA-Seq,51,43966641,PRJNA671700,SAMN16543950,20766730,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357895,GSM4856450,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856450,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892354,RNA-Seq,51,65202327,PRJNA671700,SAMN16543949,28405471,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357896,GSM4856451,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856451,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892355,RNA-Seq,51,86125791,PRJNA671700,SAMN16543948,37637478,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357897,GSM4856452,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856452,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892356,RNA-Seq,51,134006427,PRJNA671700,SAMN16543947,59574761,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357898,GSM4856453,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856453,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892357,RNA-Seq,51,31282125,PRJNA671700,SAMN16543946,14717301,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9357899,GSM4856454,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856454,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892358,RNA-Seq,51,35751816,PRJNA671700,SAMN16543945,15566121,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9357900,GSM4856455,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856455,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892359,RNA-Seq,51,23988360,PRJNA671700,SAMN16543944,10423549,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357949,GSM4856456,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856456,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892360,RNA-Seq,51,38873169,PRJNA671700,SAMN16543943,17075966,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357950,GSM4856457,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856457,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892361,RNA-Seq,51,44372244,PRJNA671700,SAMN16543942,20973048,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357951,GSM4856458,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856458,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892362,RNA-Seq,51,39504447,PRJNA671700,SAMN16543941,17225244,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357952,GSM4856459,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856459,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892363,RNA-Seq,51,158100969,PRJNA671700,SAMN16543940,68343487,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357953,GSM4856460,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856460,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892364,RNA-Seq,51,24534876,PRJNA671700,SAMN16543939,11568601,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357954,GSM4856461,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856461,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892365,RNA-Seq,51,22480035,PRJNA671700,SAMN16543938,10586800,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357955,GSM4856462,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856462,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892366,RNA-Seq,51,19376940,PRJNA671700,SAMN16543937,8592204,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357956,GSM4856463,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856463,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892367,RNA-Seq,51,27727425,PRJNA671700,SAMN16543936,13034916,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357957,GSM4856464,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856464,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892368,RNA-Seq,51,76977513,PRJNA671700,SAMN16543935,33231164,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357958,GSM4856465,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856465,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892369,RNA-Seq,51,46788318,PRJNA671700,SAMN16543934,20260624,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357959,GSM4856466,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856466,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892370,RNA-Seq,51,42482949,PRJNA671700,SAMN16543933,18742689,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9357960,GSM4856467,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856467,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892371,RNA-Seq,51,48637221,PRJNA671700,SAMN16543932,23055536,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357961,GSM4856468,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856468,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892372,RNA-Seq,51,32220576,PRJNA671700,SAMN16543931,14094814,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357962,GSM4856469,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856469,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892373,RNA-Seq,51,102921519,PRJNA671700,SAMN16543930,44953959,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9357963,GSM4856470,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856470,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892374,RNA-Seq,51,48694800,PRJNA671700,SAMN16546057,21250208,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357964,GSM4856471,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856471,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892375,RNA-Seq,51,26993994,PRJNA671700,SAMN16546056,11792337,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358068,GSM4856472,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856472,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892376,RNA-Seq,51,46450188,PRJNA671700,SAMN16546055,21525374,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358069,GSM4856473,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856473,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892377,RNA-Seq,51,35852847,PRJNA671700,SAMN16546054,15683837,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358070,GSM4856474,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856474,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892378,RNA-Seq,51,31254636,PRJNA671700,SAMN16546053,14779586,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358071,GSM4856475,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856475,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892379,RNA-Seq,51,45650610,PRJNA671700,SAMN16543842,19836755,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358072,GSM4856476,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856476,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892380,RNA-Seq,51,37022991,PRJNA671700,SAMN16543841,16080093,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358073,GSM4856477,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856477,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892381,RNA-Seq,51,66189891,PRJNA671700,SAMN16543840,28686371,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358074,GSM4856478,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856478,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892382,RNA-Seq,51,30949146,PRJNA671700,SAMN16543839,14709706,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358075,GSM4856479,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856479,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892383,RNA-Seq,51,22353708,PRJNA671700,SAMN16543838,10426131,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358076,GSM4856480,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856480,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892384,RNA-Seq,51,28394913,PRJNA671700,SAMN16543837,12589215,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358077,GSM4856481,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856481,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892385,RNA-Seq,51,13298760,PRJNA671700,SAMN16543836,6273606,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358078,GSM4856482,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856482,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892386,RNA-Seq,51,31921869,PRJNA671700,SAMN16543835,13984882,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358079,GSM4856483,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856483,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892387,RNA-Seq,51,36752334,PRJNA671700,SAMN16543834,16024321,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358080,GSM4856484,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856484,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892388,RNA-Seq,51,51643875,PRJNA671700,SAMN16543833,22484883,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358081,GSM4856485,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856485,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892389,RNA-Seq,51,25681101,PRJNA671700,SAMN16543831,11170009,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358082,GSM4856486,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856486,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892390,RNA-Seq,51,33472779,PRJNA671700,SAMN16543830,14464711,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358083,GSM4856487,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856487,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892391,RNA-Seq,51,57929523,PRJNA671700,SAMN16543829,26919227,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358180,GSM4856488,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856488,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892392,RNA-Seq,51,78115272,PRJNA671700,SAMN16543828,34250632,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358181,GSM4856489,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856489,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892393,RNA-Seq,51,39180750,PRJNA671700,SAMN16543827,18280742,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358182,GSM4856490,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856490,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892394,RNA-Seq,51,44211645,PRJNA671700,SAMN16543832,20537676,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358183,GSM4856491,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856491,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892395,RNA-Seq,51,129247719,PRJNA671700,SAMN16543826,55000019,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9358184,GSM4856492,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856492,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892396,RNA-Seq,51,70271115,PRJNA671700,SAMN16543825,30388679,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358185,GSM4856493,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856493,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892397,RNA-Seq,51,292244586,PRJNA671700,SAMN16543824,123918078,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358186,GSM4856494,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856494,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892398,RNA-Seq,51,28223655,PRJNA671700,SAMN16543823,12340199,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358187,GSM4856495,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856495,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892399,RNA-Seq,51,21713148,PRJNA671700,SAMN16543822,9668091,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358188,GSM4856496,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856496,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892400,RNA-Seq,51,83221035,PRJNA671700,SAMN16543821,35995938,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358189,GSM4856497,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856497,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892401,RNA-Seq,51,44962314,PRJNA671700,SAMN16543820,21152004,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358190,GSM4856498,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856498,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892402,RNA-Seq,51,47793987,PRJNA671700,SAMN16543819,21092819,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9358191,GSM4856499,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856499,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892403,RNA-Seq,51,22431891,PRJNA671700,SAMN16543818,9897714,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358192,GSM4856500,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856500,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892404,RNA-Seq,51,55803435,PRJNA671700,SAMN16543817,24309983,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358193,GSM4856501,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856501,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892405,RNA-Seq,51,82300281,PRJNA671700,SAMN16543816,36779838,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358194,GSM4856502,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856502,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892406,RNA-Seq,51,24449757,PRJNA671700,SAMN16543815,11366496,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358195,GSM4856503,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856503,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892407,RNA-Seq,51,47279703,PRJNA671700,SAMN16543910,20585942,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357581,GSM4856504,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856504,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892408,RNA-Seq,51,84157599,PRJNA671700,SAMN16543909,36542164,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357582,GSM4856505,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856505,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892409,RNA-Seq,51,27922551,PRJNA671700,SAMN16543908,12195381,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357583,GSM4856506,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856506,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
